x;y;z
-0.00433991;0.0211004;-0.00362298
-0.00435907;0.0211926;-0.00363806
-0.00437827;0.0212851;-0.00365317
-0.00439752;0.0213778;-0.0036683
-0.0044168;0.0214706;-0.00368347
-0.00443613;0.0215637;-0.00369866
-0.0044555;0.0216569;-0.00371387
-0.00447491;0.0217504;-0.00372912
-0.00449437;0.021844;-0.00374439
-0.00451386;0.0219379;-0.00375968
-0.0045334;0.0220319;-0.00377501
-0.00455298;0.0221262;-0.00379036
-0.00457261;0.0222206;-0.00380574
-0.00459227;0.0223152;-0.00382115
-0.00461198;0.0224101;-0.00383658
-0.00463173;0.0225051;-0.00385204
-0.00465152;0.0226004;-0.00386753
-0.00467135;0.0226958;-0.00388304
-0.00469123;0.0227914;-0.00389859
-0.00471115;0.0228872;-0.00391415
-0.00473111;0.0229833;-0.00392975
-0.00475111;0.0230795;-0.00394537
-0.00477116;0.0231759;-0.00396102
-0.00479125;0.0232725;-0.0039767
-0.00481137;0.0233693;-0.0039924
-0.00483155;0.0234663;-0.00400813
-0.00485176;0.0235635;-0.00402389
-0.00487202;0.0236609;-0.00403967
-0.00489231;0.0237586;-0.00405548
-0.00491265;0.0238564;-0.00407131
-0.00493304;0.0239543;-0.00408718
-0.00495346;0.0240525;-0.00410307
-0.00497393;0.0241509;-0.00411898
-0.00499444;0.0242495;-0.00413493
-0.00501499;0.0243483;-0.0041509
-0.00503558;0.0244473;-0.00416689
-0.00505622;0.0245465;-0.00418291
-0.00507689;0.0246459;-0.00419896
-0.00509761;0.0247454;-0.00421504
-0.00511838;0.0248452;-0.00423114
-0.00513918;0.0249452;-0.00424727
-0.00516003;0.0250453;-0.00426342
-0.00518092;0.0251457;-0.0042796
-0.00520185;0.0252463;-0.00429581
-0.00522282;0.025347;-0.00431205
-0.00524383;0.025448;-0.00432831
-0.00526489;0.0255491;-0.00434459
-0.00528599;0.0256505;-0.0043609
-0.00530713;0.025752;-0.00437724
-0.00532832;0.0258538;-0.00439361
-0.00534954;0.0259557;-0.00441
-0.00537081;0.0260578;-0.00442642
-0.00539212;0.0261602;-0.00444286
-0.00541347;0.0262627;-0.00445933
-0.00543487;0.0263654;-0.00447582
-0.0054563;0.0264684;-0.00449235
-0.00547778;0.0265715;-0.00450889
-0.0054993;0.0266748;-0.00452547
-0.00552087;0.0267783;-0.00454207
-0.00554247;0.026882;-0.00455869
-0.00556412;0.0269859;-0.00457534
-0.00558581;0.02709;-0.00459202
-0.00560754;0.0271943;-0.00460872
-0.00562931;0.0272988;-0.00462545
-0.00565113;0.0274035;-0.00464221
-0.00567299;0.0275084;-0.00465899
-0.00569489;0.0276135;-0.0046758
-0.00571683;0.0277188;-0.00469263
-0.00573882;0.0278243;-0.00470949
-0.00576084;0.02793;-0.00472637
-0.00578291;0.0280358;-0.00474328
-0.00580502;0.0281419;-0.00476021
-0.00582718;0.0282482;-0.00477717
-0.00584937;0.0283546;-0.00479416
-0.00587161;0.0284613;-0.00481117
-0.00589389;0.0285682;-0.00482821
-0.00591621;0.0286752;-0.00484527
-0.00593858;0.0287825;-0.00486236
-0.00596098;0.0288899;-0.00487947
-0.00598343;0.0289976;-0.00489661
-0.00600592;0.0291054;-0.00491378
-0.00602845;0.0292134;-0.00493097
-0.00605103;0.0293217;-0.00494818
-0.00607365;0.0294301;-0.00496543
-0.0060963;0.0295387;-0.00498269
-0.00611901;0.0296475;-0.00499998
-0.00614175;0.0297565;-0.0050173
